region,district,ward,latitude,longitude,onsite_offsite,bank_type,bank_name,bank_name_short,yr_operation_started,number_atms,services_deposits,services_withdrawls,services_bill_payment,services_buy_airtime,other_services,visa_mastercard,umoja_nmb
Tabora,Tabora Urban,Kanyenye,-5.02273,32.80911,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,14/06/1999,1,,Yes,,,,Both, 
Tanga,Tanga,Kiomoni,-5.06341,39.05444,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,02/05/2013,1,,Yes,,,,Both, 
Mtwara,Masasi,Lulindi,-6.86386,39.20633,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,05/05/2000,1,,Yes,,,,Both, 
Zanzibar,Zanzibar,Dimani,-6.16086,39.19916,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,30/05/2012,1,,Yes,,,,Both, 
Mwanza,Geita,Kalangala,-2.87025,32.24194,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,16/04/2013,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Temeke,-6.85037,39.2523,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,23/07/2011,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Chang'ombe,-6.83959,39.25585,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,24/03/2012,2,,Yes,,,,Both, 
Arusha,Arusha,Kati,-3.37187,36.69371,Off-site,Community Bank ATM,KCB Bank (Tanzania) Limited,KCB,01/10/2013,1,,Yes,,,,VISA, 
Dar es Salaam,Ilala,Kisutu,-6.81694,39.29135,Off-site,UMOJA SWITCH ATM,Maendeleo Bank,Maendeleo,03/01/2012,1,,Yes,,,,,Umoja Switch 
Iringa,Iringa Urban,Gangilonga,-7.77951,35.69737,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,23/10/2009,2,,Yes,,,,,NMB Bank Card
Iringa,Iringa Urban,Gangilonga,-7.77762,35.69821,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,23/10/2013,1,,Yes,,,,Both,NMB Bank Card
Tanga,Tanga,Pongwe,-5.11712,38.99551,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,06/02/2009,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Kigamboni,-6.82192,39.30326,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,07/03/2001,1,,Yes,,,,Both,NMB Bank Card
Tanga,Tanga,Ngamiani Kati,-5.07898,39.0991,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,07/02/2007,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kimara,-6.78766,39.17265,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,09/04/2006,1,,Yes,,,,Both,NMB Bank Card
Tanga,Tanga,Ngamiani Kaskazini,-5.07785,39.09178,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,05/04/2011,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Mjimwema,-6.85133,39.35567,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,07/02/2010,1,,Yes,,,,Both, 
Arusha,Arusha,Terrat,-3.416,36.65654,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,01/04/2009,2,,Yes,,,,Both,NMB Bank Card
Arusha,Arusha,Kati,-3.3733,36.69222,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,14/05/2004,2,,Yes,,,,VISA,NMB Bank Card
Arusha,Arusha,Ngarenaro,-3.36289,36.6761,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,15/10/2013,2,,Yes,,,,Both,NMB Bank Card
Mbeya,Mbeya Urban,Iyela,-8.91098,33.45615,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,21/10/2010,1,,Yes,,,,Both, 
Mbeya,Mbeya Urban,Forest (Mbeya ward),-8.90965,33.44545,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,24/10/2011,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Mtoni,-6.86795,39.27447,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,30/09/2007,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Temeke,-6.86438,39.26589,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,04/10/2013,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kiwalani,-6.86158,39.22215,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,05/06/2009,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Upanga East,-6.80914,39.28033,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,17/03/2012,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kivukoni,-6.81796,39.28997,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,11/05/2004,5,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kivukoni,-6.81706,39.29106,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,19/07/2000,2,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Magomeni,-6.80299,39.24619,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,06/10/2009,1,,Yes,,,,VISA, 
Dar es Salaam,Kinondoni,Mikocheni,-6.77498,39.24262,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,16/07/2009,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mbezi,-6.78582,39.11395,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,11/01/2010,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mbezi,-6.7234,39.23023,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,18/05/2013,1,,Yes,,,,Both, 
Arusha,Arusha,Kimandolu,-3.38195,36.70885,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,24/06/2009,1,,Yes,,,,Both, 
Tabora,Tabora Urban,Kanyenye,-5.02418,32.8123,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,12/08/2005,1,,Yes,,,,Both, 
Kigoma,Kigoma Urban,Maweni,-4.89855,29.65419,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,24/09/2012,1,,Yes,,,,Both, 
Manyara,Babati,Dareda,-4.24039,35.49291,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,01/10/2011,1,,Yes,,,,Both, 
Manyara,Babati,Babati,-4.21526,35.7176,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,01/10/2011,1,,Yes,,,,Both, 
Manyara,Mbulu,Haidom,-4.19387,35.02543,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,06/10/2012,1,,Yes,,,,Both, 
Manyara,Babati,Magugu,-3.99445,35.78306,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,01/07/2011,1,,Yes,,,,Both, 
Shinyanga,Kahama,Kahama Mjini,-3.82769,32.59758,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,11/06/2012,1,,Yes,,,,Both, 
Arusha,Arusha,Lemara,-3.40714,36.7059,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,01/05/1998,1,,Yes,,,,Both, 
Arusha,Arusha,Levolosi,-3.37552,36.67942,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,06/04/2011,1,,Yes,,,,Both, 
Arusha,Arusha,Elerai,-3.37586,36.66449,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,08/07/2009,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mikocheni,-6.76914,39.26284,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,05/07/2004,1,,Yes,,,,Both, 
Arusha,Arusha,Kati,-3.37349,36.69189,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,27/04/2006,4,,Yes,,,,Both, 
Arusha,Arusha,Kati,-3.37131,36.68618,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,11/07/2011,3,,Yes,,,,Both, 
Arusha,Arusha,Baraa,-3.37125,36.73661,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,07/11/2011,1,,Yes,,,,Both, 
Arusha,Arusha,Levolosi,-3.36582,36.68336,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,02/10/2012,1,,Yes,,,,Both, 
Iringa,Njombe,Njombe Mjini,-9.33639,34.76739,Off-site,UMOJA SWITCH ATM,Njombe Community Bank,Njombe Community,19/02/2012,1,,Yes,,,,,Umoja Switch 
Kagera,Karagwe,Kayanga,-1.53516,31.15455,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,22/12/1997,2,,Yes,,,,,NMB Bank Card
Kagera,Misenyi,Kishanda,-1.25283,31.42024,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,04/11/2011,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Kinondoni,Ubungo,-6.79417,39.21604,Off-site,UMOJA SWITCH ATM,Tanzania Postal Bank,Tanzania Postal,05/07/2008,1,,Yes,,,,,Umoja Switch 
Arusha,Arusha,Kati,-3.37412,36.68469,Off-site,UMOJA SWITCH ATM,Tanzania Postal Bank,Tanzania Postal,20/11/2010,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Kinondoni,Kijitonyama,-6.77591,39.24491,Off-site,UMOJA SWITCH ATM,Tanzania Postal Bank,Tanzania Postal,28/12/1981,1,,Yes,,,,VISA,Umoja Switch 
Kigoma,Kigoma Urban,Kilimahewa,-4.8786,29.62982,Off-site,Community Bank ATM,Tanzania Postal Bank,Tanzania Postal,26/06/2012,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Kinondoni,Mbezi,-6.72527,39.21407,Off-site,Commercial Bank ATM,Stanbic Bank (Tanzania) Limited,Stanbic,13/01/2014,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mbezi,-6.71392,39.21099,Off-site,Commercial Bank ATM,Stanbic Bank (Tanzania) Limited,Stanbic,31/07/2005,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kisutu,-6.81915,39.28647,Off-site,Commercial Bank ATM,Tanzania Investment Bank,Tanzania Investment,01/07/2008,1,,Yes,,,,,Umoja Switch 
Mwanza,Nyamagana,Nyamagana,-2.52016,32.8996,Off-site,Commercial Bank ATM,Tanzania Investment Bank,Tanzania Investment,10/01/2012,2,,Yes,,,,Both,Umoja Switch 
Mtwara,Newala,Chiwonga,-6.82143,39.27308,Off-site,UMOJA SWITCH ATM,Tanzania Postal Bank,Tanzania Postal,12/09/2006,2,,Yes,,,,,Umoja Switch 
Dar es Salaam,Ilala,Kariakoo,-6.77633,39.24511,Off-site,UMOJA SWITCH ATM,Tanzania Postal bank,Tanzania Postal,05/06/2010,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Kinondoni,Mbweni,-6.66531,39.18664,Off-site,UMOJA SWITCH ATM,Tanzania Postal Bank,Tanzania Postal,23/05/1978,1,,Yes,,,,Both,Umoja Switch 
Kagera,Bukoba Urban,Birere,-1.33019,31.80862,Off-site,UMOJA SWITCH ATM,Tanzania Postal Bank,Tanzania Postal,05/12/1999,1,,Yes,,,,VISA, 
Dar es Salaam,Ilala,Kivukoni,-6.8132,39.28677,Off-site,UMOJA SWITCH ATM,Tanzania Postal Bank,Tanzania Postal,01/05/2009,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Kinondoni,Kijitonyama,-6.77042,39.23658,Off-site,Community Bank ATM,Tanzania Womans bank,Tanzania Womans,16/09/2012,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Temeke,Kigamboni,-6.82429,39.30347,Off-site,UMOJA SWITCH ATM,Twiga Bancorp,Twiga Bancorp,02/01/2013,2,,Yes,,,,,Umoja Switch 
Dar es Salaam,Temeke,Kigamboni,-6.82355,39.30301,Off-site,UMOJA SWITCH ATM,Twiga Bancorp,Twiga Bancorp,07/02/2012,2,,Yes,,,,,Umoja Switch 
Dar es Salaam,Ilala,Kisutu,-6.81874,39.28694,Off-site,Commercial Bank ATM,Twiga Bancorp,Twiga Bancorp,07/10/2011,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Kinondoni,Kawe,-6.77362,39.21953,Off-site,UMOJA SWITCH ATM,Twiga Bancorp,Twiga Bancorp,05/08/2011,1,,Yes,,,,,Umoja Switch 
Mwanza,Geita,Kalangala,-2.87045,32.23827,Off-site,UMOJA SWITCH ATM,Umoja Switch ATM,Umoja Switch ATM,03/05/2013,2,,Yes,,,,VISA, 
Mwanza,Magu,Magu Mjini,-2.52005,32.89951,Off-site,UMOJA SWITCH ATM,Umoja Switch ATM,Umoja Switch ATM,28/07/1990,1,,Yes,,,,Both,Umoja Switch 
Morogoro,Morogoro Urban,Mji Kuu,-6.82732,37.66349,Off-site,UMOJA SWITCH ATM,Umoja Switch ATM,Umoja Switch ATM,25/01/2010,2,,Yes,,,,Both,Umoja Switch 
Dar es Salaam,Kinondoni,Msasani,-6.76913,39.26296,Off-site,Commercial Bank ATM,Stanbic Bank (Tanzania) Limited,Stanbic,28/07/2000,1,,Yes,,,,Both, 
Tanga,Korogwe,Mombo,-4.88769,38.29044,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,10/02/2008,1,,Yes,Yes,Yes,Mobile Money,,NMB Bank Card
Shinyanga,Meatu,Mwanhuze,-3.52317,34.3104,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,28/01/1991,2,,Yes,,,,,NMB Bank Card
Morogoro,Morogoro Urban,Mji Kuu,-6.82834,37.66332,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,24/01/2004,6,,Yes,,,,,NMB Bank Card
Dodoma,Dodoma Urban,Madukani,-6.17811,35.74649,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,17/03/2003,5,,Yes,Yes,Yes,,,NMB Bank Card
Lindi,Ruangwa,Ruangwa,-10.07462,38.93622,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,10/01/2009,1,Yes,Yes,Yes,Yes,,,NMB Bank Card
Ruvuma,Mbinga,Mbinga Urban,-10.9513,34.99627,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,09/12/2009,2,,Yes,,,,,NMB Bank Card
Ruvuma,Songea Urban,Songea Mjini,-10.67902,35.64977,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,29/10/2009,3,,Yes,,,,,NMB Bank Card
Iringa,Ludewa,Ludewa,-10.09689,34.68652,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,03/11/2005,2,,Yes,,,,,NMB Bank Card
Iringa,Makete,Lupalilo,-9.25813,34.09859,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,18/12/2010,2,,Yes,Yes,Yes,,,NMB Bank Card
Iringa,Njombe,Makambako,-8.84454,34.82354,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,23/08/2008,2,,Yes,Yes,Yes,,,NMB Bank Card
Dar es Salaam,Temeke,Mbagala,-6.91175,39.26985,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,26/05/2013,2,Yes,Yes,,,,,NMB Bank Card
Dar es Salaam,Ilala,Kisutu,-6.81805,39.28372,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,01/02/2000,2,,Yes,Yes,Yes,,,NMB Bank Card
Tabora,Urambo,Urambo,-5.07242,32.07064,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,24/11/1999,2,,Yes,Yes,Yes,,,NMB Bank Card
Manyara,Simanjiro,Orkesumet,-4.46044,37.1976,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,12/09/2008,1,,Yes,,,,,NMB Bank Card
Tabora,Nzega,Nzega Mjini,-4.2161,33.18676,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,04/09/2003,2,,Yes,Yes,,,,NMB Bank Card
Kilimanjaro,Same,Same Mjini,-4.06705,37.73733,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,27/11/2005,2,,Yes,Yes,Yes,,,NMB Bank Card
Kilimanjaro,Mwanga,Mwanga,-3.65526,37.58915,On-site,Community Bank ATM,National Microfinance Bank Plc,NMB,28/01/1987,1,Yes,Yes,Yes,Yes,,,NMB Bank Card
Kilimanjaro,Moshi Urban,Mawenzi,-3.35411,37.33964,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,07/02/2005,2,,Yes,Yes,,,,NMB Bank Card
Arusha,Karatu,Karatu,-3.33858,35.6784,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,17/01/1978,2,,Yes,,,,,NMB Bank Card
Kilimanjaro,Rombo,Kelamfua Mokala,-3.19071,37.61899,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,21/06/2002,2,,Yes,Yes,,,,NMB Bank Card
Iringa,Mufindi,Mafinga,-8.30198,35.29688,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,20/11/2009,3,,Yes,Yes,Yes,,,NMB Bank Card
Lindi,Liwale,Liwale Mjini,-9.80505,37.92702,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,02/07/2008,2,,Yes,Yes,Yes,Mobile Money,,NMB Bank Card
Mbeya,Mbeya Urban,Maanga,-8.91178,33.46655,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,01/10/2008,4,Yes,Yes,Yes,Yes,,,NMB Bank Card
Tanga,Kilindi,Songe,-5.57124,37.28991,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,31/12/2008,1,,Yes,Yes,Yes,Mobile Money,,NMB Bank Card
Tanga,Tanga,Central,-5.07146,39.10164,On-site,Community Bank ATM,National Microfinance Bank Plc,NMB,29/06/2006,3,,Yes,Yes,Yes,Mobile Money,,NMB Bank Card
Tanga,Lushoto,Lushoto,-4.7939,38.29214,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,24/09/2007,3,,Yes,Yes,Yes,Mobile Money,,NMB Bank Card
Tanga,Muheza,Majengo,-5.17709,38.79316,On-site,Community Bank ATM,National Microfinance Bank Plc,NMB,05/08/2007,2,,Yes,Yes,Yes,Mobile Money,,NMB Bank Card
Tanga,Tanga,Central,-5.0715,39.10254,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,06/09/2005,2,,Yes,Yes,Yes,Mobile Money,,NMB Bank Card
Tanga,Handeni,Chanika,-5.42634,38.01696,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,01/04/2008,2,,Yes,Yes,Yes,Mobile Money,,NMB Bank Card
Ruvuma,Mbinga,Litembo,-10.97961,34.82646,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,25/02/2005,1,,Yes,,,,,NMB Bank Card
Shinyanga,Shinyanga Urban,Shinyanga Mjini,-3.67085,33.42746,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,11/08/2006,4,,Yes,Yes,Yes,,,NMB Bank Card
Mbeya,Rungwe,Bulyaga,-9.25891,33.64604,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,10/02/2008,2,,Yes,Yes,Yes,,,NMB Bank Card
Dar es Salaam,Kinondoni,Bunju,-6.65755,39.18038,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,21/06/2012,3,Yes,Yes,,,,,NMB Bank Card
Shinyanga,Bariadi,Bariadi,-2.80154,33.98796,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,12/04/2007,3,,Yes,Yes,Yes,,,NMB Bank Card
Mbeya,Ileje,Itumba,-9.40966,33.18328,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,02/01/2009,1,,Yes,Yes,Yes,,,NMB Bank Card
Lindi,Lindi Urban,Makonde,-9.99795,39.71538,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,05/01/2007,2,,Yes,,Yes,,,NMB Bank Card
Pwani,Mkuranga,Mkuranga,-7.12302,39.20262,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,14/03/2007,3,Yes,Yes,,,,,NMB Bank Card
Dar es Salaam,Ilala,Kisutu,-6.82134,39.28217,On-site,Commercial Bank ATM,Ecobank (Tanzania) Limited,Ecobank,17/11/2012,1,,Yes,Yes,,,Both,
Dar es Salaam,Temeke,Tandika,-6.86823,39.26007,On-site,Commercial Bank ATM,Bank of Africa (Tanzania) Limited,BoA,31/08/2009,1,,Yes,,,,,Umoja Switch 
Morogoro,Morogoro Urban,Sabasaba,-6.82558,37.66317,On-site,Commercial Bank ATM,Bank of Africa (Tanzania) Limited,BoA,12/07/2010,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Kinondoni,Kawe,-6.77554,39.21771,On-site,Commercial Bank ATM,NBC Bank Limited,NBC,12/07/2008,1,,Yes,,,,,Umoja Switch 
Iringa,Mufindi,Mafinga,-8.30172,35.29559,On-site,Community Bank ATM,Mufindi Community bank,Mufindi Community,02/12/2010,1,,Yes,,,,,Umoja Switch 
Kilimanjaro,Moshi Urban,Mawenzi,-3.35198,37.34141,On-site,Community Bank ATM,Uchumi Commercial Bank,Uchumi Commercial,22/09/2005,1,,Yes,Yes,,,,Umoja Switch 
Dar es Salaam,Temeke,Temeke,-6.86114,39.26288,On-site,Commercial Bank ATM,Accessbank (Tanzania) Limited,Access,26/10/2010,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Temeke,Temeke,-6.85659,39.26342,On-site,Commercial Bank ATM,Advans Bank (Tanzania) Limited,Advans,17/05/2012,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Temeke,Tandika,-6.86726,39.26138,On-site,Commercial Bank ATM,Akiba Commercial Bank Limited,Akiba,26/04/2010,1,,Yes,,,,,Umoja Switch 
Kilimanjaro,Moshi Urban,Mawenzi,-3.35874,37.33804,On-site,UMOJA SWITCH ATM,Akiba Commercial Bank Limited,Akiba,02/10/2005,1,,Yes,Yes,,,,Umoja Switch 
Kilimanjaro,Moshi Urban,Mawenzi,-3.35662,37.33824,On-site,UMOJA SWITCH ATM,Akiba Commercial Bank Limited,Akiba,04/01/2005,1,,Yes,Yes,Yes,,,Umoja Switch 
Dar es Salaam,Temeke,Chang'ombe,-6.83776,39.2593,On-site,Commercial Bank ATM,Amana Bank Limited,Amana,19/04/2011,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Kinondoni,Mbezi,-6.66325,39.18542,On-site,UMOJA SWITCH ATM,Azania Bank Limited,Azania,13/03/2010,1,,Yes,,,,,Umoja Switch 
Shinyanga,Kahama,Kahama Mjini,-3.83005,32.60481,On-site,UMOJA SWITCH ATM,Azania Bank Limited,Azania,14/12/2013,1,,Yes,,,,,Umoja Switch 
Kilimanjaro,Moshi Urban,Mawenzi,-3.35465,37.33999,On-site,Commercial Bank ATM,Azania Bank Limited,Azania,10/04/2013,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Temeke,Mtoni,-6.87286,39.27249,On-site,Commercial Bank ATM,Bank of Africa (Tanzania) Limited,BoA,27/09/2008,1,,Yes,,,,,Umoja Switch 
Shinyanga,Kahama,Kahama Mjini,-3.82743,32.59653,On-site,UMOJA SWITCH ATM,Bank of Africa (Tanzania) Limited,BoA,13/02/2013,2,Yes,,Yes,,,,Umoja Switch 
Kilimanjaro,Moshi Urban,Mawenzi,-3.35758,37.33754,On-site,UMOJA SWITCH ATM,Bank of Africa (Tanzania) Limited,BoA,30/08/2010,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Temeke,Chang'ombe,-6.83641,39.26202,On-site,Commercial Bank ATM,Commercial Bank of Africa (Tanzania) Limited,CBA,20/06/2010,1,Yes,,,,,,Umoja Switch 
Dar es Salaam,Temeke,Temeke,-6.85722,39.26348,On-site,Commercial Bank ATM,DCB Commercial Bank Plc,DCB,13/08/2010,1,,Yes,,,,,Umoja Switch 
Kilimanjaro,Moshi Urban,Mawenzi,-3.34949,37.34324,On-site,UMOJA SWITCH ATM,Kilimanjaro Co-operative Bank,Kilimanjaro Co-op,16/06/2002,1,,Yes,Yes,,,,Umoja Switch 
Ruvuma,Mbinga,Mbinga Urban,-10.95121,35.00053,On-site,UMOJA SWITCH ATM,Mbinga Community Bank,Mbinga Community,05/06/2012,1,,Yes,,,,,Umoja Switch 
Zanzibar,Zanzibar,Fuoni Kibondeni,-6.41353,39.55514,On-site,UMOJA SWITCH ATM,Peoples' Bank of Zanzibar Limited,Peoples' of Zanzibar,02/06/2011,1,,Yes,,,,,Umoja Switch 
Zanzibar,Zanzibar,Mwanakwerekwe,-6.17694,39.22491,On-site,UMOJA SWITCH ATM,Peoples' Bank of Zanzibar Limited,Peoples' of Zanzibar,07/01/2010,2,,Yes,,,,,Umoja Switch 
Zanzibar,Zanzibar,Welezo,-6.16168,39.18862,On-site,UMOJA SWITCH ATM,Peoples' Bank of Zanzibar Limited,Peoples' of Zanzibar,30/05/2007,1,,Yes,,,,,Umoja Switch 
Zanzibar,Zanzibar,Mwera,-6.15862,39.19516,On-site,UMOJA SWITCH ATM,Peoples' Bank of Zanzibar Limited,Peoples' of Zanzibar,02/04/2005,2,,Yes,,,,,Umoja Switch 
Shinyanga,Shinyanga Urban,Shinyanga Mjini,-3.66945,33.42312,On-site,UMOJA SWITCH ATM,Tanzania Postal Bank,Tanzania Postal,02/12/2013,1,,Yes,,Yes,,,Umoja Switch 
Ruvuma,Songea Urban,Songea Mjini,-10.67939,35.65183,On-site,UMOJA SWITCH ATM,Tanzania Postal Bank,Tanzania Postal,30/10/2013,1,,Yes,,,,,Umoja Switch 
Dodoma,Dodoma Urban,Viwandani,-6.18134,35.74886,On-site,UMOJA SWITCH ATM,Tanzania Postal Bank,Tanzania Postal,17/10/2000,1,,Yes,Yes,Yes,,,Umoja Switch 
Zanzibar,Zanzibar,Bububu,-6.15893,39.19745,On-site,UMOJA SWITCH ATM,Tanzania postal bank,Tanzania postal,01/07/2007,1,,Yes,,,,,Umoja Switch 
Kilimanjaro,Moshi Urban,Bondeni,-3.34659,37.3452,On-site,UMOJA SWITCH ATM,Tanzania Postal Bank,Tanzania Postal,21/02/2014,1,,Yes,Yes,,,,Umoja Switch 
Dar es Salaam,Ilala,Kivukoni,-6.81632,39.28923,On-site,UMOJA SWITCH ATM,Tanzania Postal Bank,Tanzania Postal,15/08/2009,1,,Yes,,,,,Umoja Switch 
Mbeya,Mbeya Urban,Sisimba,-8.89616,33.44149,On-site,Commercial Bank ATM,TIB Development Bank,TIB Development,18/07/2012,1,,Yes,,,,,Umoja Switch 
Dodoma,Dodoma Urban,Madukani,-6.17936,35.74326,On-site,UMOJA SWITCH ATM,Twiga BanCorp Limited,Twiga BanCorp,01/11/2012,1,,Yes,,,,,Umoja Switch 
Dodoma,Dodoma Urban,Madukani,-6.1794,35.74304,On-site,UMOJA SWITCH ATM,Akiba Commercial Bank Limited,Akiba,07/04/2013,1,,Yes,Yes,Yes,Mobile Money,,Umoja Switch 
Dar es Salaam,Ilala,Kivukoni,-6.81484,39.26675,On-site,UMOJA SWITCH ATM,Bank of Africa (Tanzania) Limited,BoA,25/01/2011,1,,Yes,Yes,Yes,,,Umoja Switch 
Dar es Salaam,Ilala,Kivukoni,-6.81951,39.28664,On-site,UMOJA SWITCH ATM,Commercial Bank of Africa (Tanzania) Limited,CBA,15/07/2010,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Ilala,Kivukoni,-6.81739,39.29021,On-site,UMOJA SWITCH ATM,FBME Bank (Tanzania) Limited,FBME,03/03/2009,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Kinondoni,Manzese,-6.79805,39.22962,On-site,Commercial Bank ATM,Tanzania Postal Bank,Tanzania Postal,01/01/2010,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Ilala,Kisutu,-6.81811,39.28915,On-site,UMOJA SWITCH ATM,Tanzania Postal Bank,Tanzania Postal,19/12/2013,1,,Yes,,,,,Umoja Switch 
