region,district,ward,latitude,longitude,agent_name,standalone_agent,other_activities,trading_hours,provider_selcom,selcom_deposits_per_week,selcom_withdrawls_per_week,selcom_num_tills,selcom_training,selcom_training_type,selcom_tariff_guide,selcom_guidance_service_use,provider_maxmalipo,maxmalipo_deposits_per_week,maxmalipo_withdrawls_per_week,maxmalipo_num_tills,maxmalipo_training,maxmalipo_training_type,maxmalipo_tariff_guide,maxmalipo_guidance_service_use,provider_buttonpay,buttonpay_deposits_per_week,buttonpay_withdrawls_per_week,buttonpay_num_tills,buttonpay_training,buttonpay_training_type,buttonpay_tariff_guide,buttonpay_guidance_service_use,bank_local_services,ShoppingCentres_local_services,GeneralDealer_local_services,Caf__local_services,Salon_local_services,Pharmacy_local_services,Bar_local_services,Trader_local_services,ElectronicShop_local_services,BureaudeExchange_local_services,Hotel_local_services,CellularShop_local_services,GroceryStore_local_services,Restaurant_local_services,Other_local_services,Other_local_services_detail,services_utility_payments,services_tax_payments,services_MMT_transfer,services_airtime_purchase,Other than those listed above are there any other services provided?,Please indicate,branding_but__service,Please select,branding_but_no_service_MaxMalipo,branding_but_no_service_Selcom,branding_but_no_service_ButtonPay,branding_but_no_service_other,branding_but_no_service_other_detail
Dar es Salaam,Temeke,Mbagala,-6.89987,39.26892,Hassan Idrissa,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Hardware Shop,Yes,,,Yes,,,,,,,,,
Ruvuma,Mbinga,Mbinga Urban,-10.94891,34.99747,Karama Investment,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,,,,,,,,,
Kigoma,Kasulu,Munanila,-4.88877,29.64451,Hassan Juma Lukoko,Stand Alone Agent,,12 hours,,,,,,,,,Yes,52,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,
Dar es Salaam,Kinondoni,Kawe,-6.77148,39.18893,Karate Shop,Conduct other business,Duka,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,
Dar es Salaam,Kinondoni,Mburahati,-6.81455,39.24213,Karim Hashim,Conduct other business,Duka,12 hours,,,,,,,,,Yes,20,25,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.90368,39.28962,Dorice Moshi,Conduct other business,Clothing Shop,24 hours,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Tailoring Shop,Yes,,,Yes,,,Yes,,No,No,No,Yes,Airtel Money
Dar es Salaam,Ilala,Buguruni,-6.83831,39.23961,Karim Mussa,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Bunju,-6.619,39.09897,Karokora Shop,Conduct other business,Duka,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,No,,No,Yes,,,,,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.89725,39.26201,Mwipi Shop,Conduct other business,Duka,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,CD&DVD Library,Yes,,,Yes,,,Yes,,No,No,No,Yes,Airtel Money
Dar es Salaam,Kinondoni,Kinondoni,-6.79192,39.25655,Kasele Shop,Conduct other business,Duka,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Tabora,Tabora Urban,Chemchem,-5.01734,32.79966,Hassan Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Shinyanga,Shinyanga Rural,Tinde,-3.87673,33.19414,Kashinje Shop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kisutu,-6.81681,39.28131,Hassan Stationary,Stand Alone Agent,,10 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,Yes,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Kilimanjaro,Moshi Rural,Kirua Vunjo Kusini,-3.30695,37.19957,Kashozi Group Shop,Conduct other business,Duka,12 hours,,,,,,,,,,,,,,,,,Yes,25,18,1,Yes,Training from other rep,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kariakoo,-6.81747,39.2772,Hasu Intertrade,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,No,,,,,,,,,Yes,,,,,,Yes,,Yes,,,,,,Yes,Auto Spares Shop,Yes,,,Yes,,,,,,,,,
Iringa,Kilolo,Ilula,-7.79052,35.70069,Kasigila Investment,Conduct other business,Duka,12 hours,Yes,0,0,0,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Bus stand,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Makuburi,-6.80346,39.20425,Hatibu,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kitunda,-6.89974,39.16866,Kasurwa,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kigogo,-6.82499,39.23398,Haule Shop,Stand Alone Agent,,12 hours,Yes,25,25,1,No,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Kigamboni,-6.84279,39.35245,Haule Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Market,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Bunju,-6.63004,39.15267,Katavi Shop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,No,,No,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.92117,39.27068,Katembas Shop,Conduct other business,Duka,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,Yes,,,Yes,Shops and Beer Agent,Yes,,,Yes,,,,,,,,,
Pwani,Bagamoyo,Dunda,-6.44565,38.90003,KatotoShop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Ubungo,-6.79227,39.20885,Kaulule Shop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,
Dar es Salaam,Kinondoni,Ubungo,-6.79146,39.21521,Kavishe Shop,Conduct other business,Duka,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Yombo Vituka,-6.88115,39.22872,Hawa T Msumba,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Mobile Money Agent,Yes,Yes,,Yes,,,,,,,,,
Morogoro,Morogoro Urban,Mazimbu,-6.80243,37.64735,Kawambwa Shop,Conduct other business,Duka,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,No,,No,Yes,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dodoma,Dodoma Urban,Kizota,-6.15269,35.72528,Kawea Shop,Conduct other business,Duka,12 hours,Yes,50,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,Yes,,,,,,,,Yes,Yes,Butcher,Yes,,Yes,Yes,,,,,,,,,
Tanga,Tanga,Usagara,-5.08124,39.10862,Kay Shop,Conduct other business,Duka,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,0,Yes,Formal classroom training,No,Yes,,,,,Yes,Yes,,,Yes,,,Yes,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mwananyamala,-6.79214,39.24982,Helen William,Stand Alone Agent,,12 hours,Yes,18,20,1,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
Arusha,Arumeru,Usa River,-3.37094,36.85819,Helena Shop,Stand Alone Agent,,12 hours,Yes,20,0,0,Yes,Training from other rep,No,Yes,Yes,4,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kijitonyama,-6.77796,39.23065,Kayuni Shop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,Yes,,,,,,,,,
Tanga,Tanga,Mabawa,-5.10274,39.10165,Hellen Cash Point,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,,Yes,,,Yes,,,,,,,,,
Arusha,Arusha,Unga L.T.D.,-3.38679,36.68525,Hellen John Pallanjo,Stand Alone Agent,,12 hours,,,,,,,,,Yes,8,10,1,Yes,Training from other rep,No,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mwananyamala,-6.78451,39.24657,Hellen Mollel,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kariakoo,-6.81608,39.27644,Kazim Sajar,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,No,,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Tanga,Tanga,Majengo,-5.09324,39.08988,Hellen Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,5,15,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Sinza,-6.78045,39.22402,Kear Erectronic,Conduct other business,Duka,12 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Chanika,-7.00266,39.08214,Hellena,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Mwanza,Nyamagana,Nyamagana,-2.5871,32.9212,Kechu Nikia,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,
Dar es Salaam,Kinondoni,Mikocheni,-6.74156,39.23246,Selemani M Juma,Conduct other business,Duka,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,CD&DVD Library,Yes,,Yes,Yes,,,Yes,,No,No,No,Yes,Airtel Money
Dar es Salaam,Kinondoni,Mabibo,-6.80747,39.22252,HemedMarhool,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Bunju,-6.62184,39.14097,Ketrina Shop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,Stationary Shop,,Yes,,Yes,,,,,,,,,
Iringa,Njombe,Njombe Mjini,-9.35007,34.76999,Khadija Said,Conduct other business,Duka,12 hours,Yes,0,0,0,No,,No,No,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Manzese,-6.79999,39.23681,Hemed Mshangan,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,Yes,Alluminium shop,Yes,,Yes,Yes,,,,,,,,,
Morogoro,Morogoro Urban,Mji Kuu,-6.83295,37.66508,Khadija Shaban,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,3,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kijitonyama,-6.77753,39.24668,Khadija Shop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kigogo,-6.81658,39.2537,Hemedi Swalehe,Stand Alone Agent,,12 hours,Yes,20,20,1,No,,No,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.78535,39.16445,Hemedy Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,18,20,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Magomeni,-6.8086,39.25822,Khadija Shop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,5,30,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Ilala,-6.83265,39.25825,Hemex Safina,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,No,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Vingunguti,-6.85488,39.21498,Hemmed Ally,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Cosmetics Shop,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.79979,39.12821,Henak Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,50,50,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.78596,39.16582,Henrii Shop,Stand Alone Agent,,12 hours,Yes,28,20,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,Yes,No,No,
Dar es Salaam,Ilala,Kariakoo,-6.82165,39.26987,Khalid Shop,Conduct other business,Duka,12 hours,Yes,1,35,6,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Iringa,Njombe,Lupembe,-9.34936,34.77007,Khamis N Khamis,Conduct other business,Duka,12 hours,,,,,,,,,Yes,100,200,0,No,,No,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Ubungo,-6.79146,39.19425,Henry Munis,Stand Alone Agent,,12 hours,,,,,,,,,Yes,15,30,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Keko,-6.84246,39.27099,Kibale Shop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,,Yes,,,Yes,,,,,,,,,
Tanga,Tanga,Ngamiani Kati,-5.08072,39.10014,Kibanga Shop,Conduct other business,Duka,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,Yes,,Yes,Yes,,,Yes,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Ubungo,-6.80509,39.1998,Kibangu Shop,Conduct other business,Duka,12 hours,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Iringa,Iringa Urban,Kihesa,-7.7555,35.70982,Kibibi Shop,Conduct other business,Duka,12 hours,Yes,0,0,0,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.91434,39.27345,KidabiShop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Petrol Station,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kawe,-6.76897,39.19235,Kigo Shop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,No,,No,No,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,
Dar es Salaam,Kinondoni,Kawe,-6.76991,39.19376,Kigofu Shop,Conduct other business,Duka,12 hours,Yes,0,0,1,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.91432,39.25924,Kijogoo Shop,Conduct other business,Duka,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,Yes,Yes,,,Yes,,,,,,Yes,Market,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Tandika,-6.85531,39.263,Herry Saidy Mlawa,Stand Alone Agent,,12 hours,,,,,,,,,Yes,15,15,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,,,,Yes,,,Yes,,Yes,No,No,No,
Dar es Salaam,Ilala,Kisutu,-6.81809,39.28791,Herry Sarios,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,Yes,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mikocheni,-6.77524,39.25334,Kikoti Mosa,Conduct other business,Duka,10 hours,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,
Dar es Salaam,Kinondoni,Mabibo,-6.81019,39.22226,Kilian Shop,Conduct other business,Duka,12 hours,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Morogoro,Morogoro Urban,Sabasaba,-6.82289,37.65348,Kilimanjaro Shop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,No,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Ubungo,-6.79771,39.21061,Kiman Shop,Conduct other business,Duka,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Upanga East,-6.80883,39.28442,Hi Anex Upanga,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,School,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Yombo Vituka,-6.87164,39.22856,Hi Button,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,Yes,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Magomeni,-6.81415,39.26106,Kimaro Shop,Conduct other business,Duka,12 hours,,,,,,,,,,,,,,,,,Yes,10,15,1,Yes,Training from other rep,No,Yes,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Ilala,-6.82171,39.25985,Kimaro Shop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Tabata,-6.82488,39.22509,Hidaya Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Arusha,Arusha,Sokon I,-3.38289,36.6859,Kimaro Shop,Conduct other business,Duka,12 hours,,,,,,,,,,,,,,,,,Yes,30,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Tanga,Tanga,Makorora,-5.08614,39.10253,Kimerya Shop,Conduct other business,Duka,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,Yes,Yes,,,,,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mabibo,-6.80785,39.21914,Kinashobo Shop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dodoma,Mpwapwa,Mpwapwa Mjini,-6.34775,36.4898,King Cominiction,Conduct other business,Duka,12 hours,,,,,,,,,Yes,15,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,Yes,,,Yes,Yes,,,Yes,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Sinza,-6.78481,39.22068,Kingu Shop,Conduct other business,Duka,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,No,,No,No,,Yes,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Mtwara,Mtwara Urban,Shangani,-10.27202,40.18357,Kioze Shopping Center,Conduct other business,Duka,12 hours,,,,,,,,,Yes,40,30,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Yombo Vituka,-6.87916,39.2276,Hilda Mugashe,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.82668,39.21275,Hilda Mwabulambo,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kawe,-6.75722,39.19604,Kipala Shop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,No,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,
Dar es Salaam,Kinondoni,Bunju,-6.62945,39.15271,Kipore Shop,Conduct other business,Duka,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Singida,Singida Urban,Ipembe,-4.81906,34.74966,Himag Ltd,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,Yes,,,Yes,,,,,,,Yes,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.89817,39.26844,Hira Shop,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kisutu,-6.80131,39.28159,Kisai Shop,Conduct other business,Duka,10 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Bunju,-6.61942,39.09828,Kishu Shop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
Arusha,Arusha,Kati,-3.36927,36.68369,Kisogo Shop,Conduct other business,Duka,12 hours,,,,,,,,,Yes,2,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,Yes,,,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,
Arusha,Arusha,Kati,-3.37212,36.69426,Holili Bureau De Change,Stand Alone Agent,,12 hours,,,,,,,,,Yes,15,5,1,Yes,Training from other rep,Yes,No,,,,,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,,,,,,,,,,,
Kilimanjaro,Rombo,Mahida Holili,-3.37916,37.63964,Holili Luku,Stand Alone Agent,,12 hours,,,,,,,,,Yes,31,22,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
